# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jan 20 06:34:56 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
#
pl_name,default_flag,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_ratdor,pl_ratror,st_teff,st_rad,sy_vmag,sy_jmag
Kepler-1760 b,1,38.32609940,2.290,0.204,,,,,,5229.00,0.90,14.4720000,13.0400000
Kepler-1761 b,1,4.04354000,1.391,0.124,,,,,,3871.00,0.53,15.6190000,12.6430000
Kepler-1762 b,1,29.53910065,2.760,0.246,,,,,,6572.00,1.24,15.2390000,14.1500000
Kepler-1763 b,1,1.48028004,1.147,0.102,,,,,,5897.00,1.26,13.6340000,12.4710000
Kepler-1764 b,1,70.46829987,4.555,0.406,,,,,,6461.00,1.13,14.9100000,13.7410000
Kepler-1765 b,1,10.41889954,2.495,0.223,,,,,,5692.00,1.06,15.0400000,13.4950000
Kepler-1766 b,1,105.01499940,2.279,0.203,,,,,,5868.00,1.04,12.9600000,11.8290000
Kepler-1767 b,1,59.65829849,3.013,0.269,,,,,,5243.00,0.83,16.2060000,14.4020000
Kepler-1768 b,1,15.13589954,2.233,0.199,,,,,,6050.00,1.57,13.5650000,12.3020000
Kepler-1769 b,1,89.19349670,4.465,0.398,,,,,,6071.00,1.29,12.4870000,11.5440000
Kepler-177 b,1,36.86010000,3.500,0.312,5.84000,0.01837,Mass,,,5732.00,1.32,15.1710000,13.8580000
Kepler-177 c,1,49.40926000,8.730,0.779,14.70000,0.04625,Mass,42.080000,0.06036,5732.00,1.32,15.1710000,13.8580000
Kepler-1770 b,1,16.84189987,2.841,0.253,,,,,,5602.00,1.01,14.4180000,13.0160000
Kepler-1771 b,1,88.64399719,4.055,0.362,,,,,,5661.00,0.93,13.8020000,12.5730000
Kepler-1772 b,1,3.21509004,2.686,0.240,,,,,,5541.00,0.93,13.5460000,12.1510000
Kepler-1773 b,1,40.80970001,3.505,0.313,,,,,,6183.00,1.30,13.0850000,11.9700000
Kepler-1774 b,1,59.77080154,3.182,0.284,,,,,,6214.00,1.12,14.0200000,12.8600000
Kepler-1775 b,1,85.65399933,3.648,0.325,,,,,,5818.00,1.65,13.4290000,12.3000000
Kepler-1776 b,1,35.01190186,2.612,0.233,,,,,,5872.00,1.15,13.6800000,12.5920000
Kepler-1777 b,1,12.18420029,2.132,0.190,,,,,,5771.00,1.07,14.1120000,12.9110000
Kepler-1778 b,1,10.08740044,3.017,0.269,,,,,,6310.00,1.09,15.2730000,14.0070000
Kepler-1779 b,1,16.34359932,3.033,0.271,,,,,,5730.00,1.06,15.1320000,13.6770000
Kepler-178 b,1,9.57669400,2.900,0.259,,,,,,5676.00,1.07,14.8760000,13.2800000
Kepler-178 c,1,20.55280200,2.880,0.257,,,,,,5676.00,1.07,14.8760000,13.2800000
Kepler-178 d,1,96.67898800,3.950,0.352,,,,,,5676.00,1.07,14.8760000,13.2800000
Kepler-1780 b,1,109.44499970,3.606,0.322,,,,,,5403.00,0.87,14.9070000,13.6430000
Kepler-1781 b,1,4.88752985,2.381,0.212,,,,,,5568.00,0.96,15.7130000,14.4010000
Kepler-1782 b,1,5.75622988,2.229,0.199,,,,,,4931.00,0.73,13.8750000,12.1840000
Kepler-1783 b,1,8.27744007,1.319,0.118,,,,,,5129.00,1.78,13.3090000,11.6940000
Kepler-1784 b,1,13.59049988,2.799,0.250,,,,,,5442.00,0.97,15.4230000,13.7150000
Kepler-1785 b,1,19.58550072,2.704,0.241,,,,,,5618.00,1.00,14.2450000,13.0500000
Kepler-1786 b,1,78.54609680,3.163,0.282,,,,,,5808.00,1.40,14.0880000,12.9630000
Kepler-1787 b,1,39.31370163,2.319,0.207,,,,,,6060.00,0.93,14.5640000,13.3690000
Kepler-1788 b,1,2.80012011,2.379,0.212,,,,,,4786.00,0.70,15.4840000,13.6570000
Kepler-1789 b,1,80.23190308,2.831,0.253,,,,,,5436.00,0.89,14.4490000,13.1400000
Kepler-179 b,1,2.73592600,1.640,0.146,,,,,,5302.00,0.76,14.7720000,13.2780000
Kepler-179 c,1,6.40013000,2.000,0.178,,,,,,5302.00,0.76,14.7720000,13.2780000
Kepler-1790 b,1,31.58889961,3.145,0.281,,,,,,5866.00,1.37,14.1790000,13.0550000
Kepler-1791 b,1,7.72086000,3.121,0.278,,,,,,5887.00,1.18,13.5290000,12.3800000
Kepler-1792 b,1,4.19577980,2.520,0.225,,,,,,5229.00,1.00,15.5660000,13.6790000
Kepler-1793 b,1,8.77999973,3.790,0.338,,,,,,5191.00,0.76,15.9490000,14.4010000
Kepler-1794 b,1,9.76298046,1.794,0.160,,,,,,5052.00,0.82,15.4970000,13.7180000
Kepler-1795 b,1,13.36019993,1.663,0.148,,,,,,4500.00,0.69,16.1880000,13.7960000
Kepler-1796 b,1,29.45579910,2.750,0.245,,,,,,6036.00,0.95,14.4930000,13.2160000
Kepler-1797 b,1,23.35939980,3.058,0.273,,,,,,6244.00,1.01,15.4210000,14.2100000
Kepler-1798 b,1,16.85589981,2.309,0.206,,,,,,3967.00,0.59,16.3910000,13.5940000
Kepler-1799 b,1,11.92969990,4.128,0.368,,,,,,5831.00,0.92,15.9900000,14.6360000
Kepler-18 b,1,3.50472500,2.000,0.178,6.90000,0.02200,Mass,8.580000,0.01656,5345.00,1.11,13.7710000,12.1890000
Kepler-18 c,1,7.64159000,5.490,0.490,17.30000,0.05400,Mass,14.430000,0.04549,5345.00,1.11,13.7710000,12.1890000
Kepler-18 d,1,14.85888000,6.980,0.623,16.40000,0.05200,Mass,22.480000,0.05782,5345.00,1.11,13.7710000,12.1890000
Kepler-180 b,1,13.81712400,1.500,0.134,,,,,,5731.00,1.06,14.4880000,13.0570000
Kepler-180 c,1,41.88577500,3.010,0.269,,,,,,5731.00,1.06,14.4880000,13.0570000
Kepler-1800 b,1,4.56202984,0.997,0.089,,,,,,5343.00,2.51,13.1940000,11.7800000
Kepler-1801 b,1,10.44089985,2.709,0.242,,,,,,5738.00,0.98,15.2800000,13.8280000
Kepler-1802 b,1,15.45020008,1.671,0.149,,,,,,4245.00,0.64,15.9050000,13.7320000
Kepler-1802 c,1,33.13610077,2.322,0.207,,,,,,4245.00,0.64,15.9050000,13.7320000
Kepler-1804 b,1,12.28849983,1.596,0.142,,,,,,5109.00,1.67,14.6790000,12.9180000
Kepler-1805 b,1,8.84794045,1.545,0.138,,,,,,3867.00,0.55,15.5360000,12.6560000
Kepler-1806 b,1,9.03332043,2.356,0.210,,,,,,5311.00,0.79,16.1730000,14.5910000
Kepler-1807 b,1,10.86060047,2.704,0.241,,,,,,6455.00,1.50,14.1270000,12.8610000
Kepler-1808 b,1,23.34040070,3.025,0.270,,,,,,5530.00,0.89,15.4240000,13.9530000
Kepler-1809 b,1,3.75729990,1.513,0.135,,,,,,4901.00,0.72,14.2710000,12.6620000
Kepler-181 b,1,3.13787300,1.270,0.113,,,,,,5333.00,0.75,14.8540000,13.3640000
Kepler-181 c,1,4.30214900,1.990,0.178,,,,,,5333.00,0.75,14.8540000,13.3640000
Kepler-1810 b,1,101.13300320,3.918,0.350,,,,,,5492.00,1.02,15.4000000,14.0410000
Kepler-1811 b,1,76.42230225,3.848,0.343,,,,,,5561.00,1.19,15.3270000,14.0200000
Kepler-1812 b,1,7.16521978,2.325,0.207,,,,,,6174.00,1.10,15.6310000,14.1080000
Kepler-1813 b,1,2.81816006,1.413,0.126,,,,,,5167.00,0.79,15.6390000,14.0930000
Kepler-1814 b,1,2.93535996,2.370,0.211,,,,,,4922.00,0.82,15.8140000,14.0110000
Kepler-1815 b,1,12.19139957,2.749,0.245,,,,,,5516.00,0.97,15.6210000,13.9550000
Kepler-1816 b,1,91.50099945,1.968,0.176,,,,,,5051.00,0.71,14.7340000,13.0420000
Kepler-1817 b,1,44.29919815,2.273,0.203,,,,,,5316.00,0.92,15.3460000,13.8450000
Kepler-1818 b,1,4.64490986,1.714,0.153,,,,,,6047.00,1.13,14.5140000,13.1990000
Kepler-1819 b,1,16.48690033,3.904,0.348,,,,,,6090.00,1.07,15.4890000,14.1720000
Kepler-182 b,1,9.82579200,2.580,0.230,,,,,,6250.00,1.15,14.9420000,13.8360000
Kepler-182 c,1,20.68434200,3.430,0.306,,,,,,6250.00,1.15,14.9420000,13.8360000
Kepler-1820 b,1,31.03249931,3.119,0.278,,,,,,5841.00,0.93,15.7590000,14.4850000
Kepler-1821 b,1,16.45809937,2.592,0.231,,,,,,5475.00,0.88,14.7950000,13.4690000
Kepler-1822 b,1,22.13339996,2.648,0.236,,,,,,5165.00,0.70,15.8040000,14.1830000
Kepler-1823 b,1,21.10339928,2.086,0.186,,,,,,6000.00,1.13,13.4770000,12.3670000
Kepler-1824 b,1,95.61100006,2.381,0.212,,,,,,6002.00,1.08,14.9760000,13.6310000
Kepler-1825 b,1,1.02586997,1.422,0.127,,,,,,5123.00,0.85,14.6050000,12.8910000
Kepler-1826 b,1,1.61536002,1.475,0.132,,,,,,3821.00,0.49,16.8300000,13.4910000
Kepler-1827 b,1,3.70061994,1.856,0.166,,,,,,5423.00,1.40,13.2280000,11.6690000
Kepler-1828 b,1,10.27379990,2.116,0.189,,,,,,5806.00,0.90,14.9850000,13.6950000
Kepler-1829 b,1,5.18671989,2.479,0.221,,,,,,5230.00,0.78,15.2180000,13.6240000
Kepler-183 b,1,5.68794500,2.060,0.184,,,,,,5888.00,0.96,14.9930000,13.7260000
Kepler-183 c,1,11.63707100,2.270,0.203,,,,,,5888.00,0.96,14.9930000,13.7260000
Kepler-1830 b,1,56.49330139,3.330,0.297,,,,,,6160.00,2.05,13.6050000,12.5340000
Kepler-1831 b,1,5.78387022,1.970,0.176,,,,,,6063.00,1.01,15.1580000,13.9010000
Kepler-1832 b,1,3.13878989,1.227,0.109,,,,,,5242.00,0.72,14.5770000,12.9130000
Kepler-1833 b,1,6.89212990,1.300,0.116,,,,,,6164.00,1.45,12.6450000,11.5880000
Kepler-1834 b,1,4.60301018,1.459,0.130,,,,,,4821.00,0.79,15.1800000,13.3100000
Kepler-1835 b,1,11.96409988,3.534,0.315,,,,,,5903.00,0.96,15.6150000,14.1890000
Kepler-1836 b,1,5.25416994,2.553,0.228,,,,,,6123.00,0.99,15.5580000,14.5010000
Kepler-1837 b,1,5.90608978,2.067,0.184,,,,,,5966.00,0.96,15.4800000,14.2160000
Kepler-1838 b,1,12.14680004,1.660,0.148,,,,,,5877.00,1.96,11.4430000,10.6770000
Kepler-1839 b,1,5.05675983,1.949,0.174,,,,,,5926.00,0.94,14.9350000,13.4650000
Kepler-184 b,1,10.68757600,2.360,0.211,,,,,,5788.00,0.87,14.4200000,13.1000000
Kepler-184 c,1,20.30300500,1.970,0.176,,,,,,5788.00,0.87,14.4200000,13.1000000
Kepler-184 d,1,29.02235800,2.490,0.222,,,,,,5788.00,0.87,14.4200000,13.1000000
Kepler-1840 b,1,131.19000240,2.778,0.248,,,,,,4898.00,0.80,15.1920000,13.4770000
Kepler-1841 b,1,25.88599968,1.489,0.133,,,,,,5190.00,0.90,14.8550000,13.2450000
Kepler-1842 b,1,14.02639961,2.354,0.210,,,,,,5970.00,1.13,14.7460000,13.5180000
Kepler-1843 b,1,25.54339981,2.709,0.242,,,,,,5422.00,1.78,13.0860000,11.6060000
Kepler-1844 b,1,3.92451000,3.036,0.271,,,,,,5776.00,0.85,15.9950000,14.4610000
Kepler-1845 b,1,11.60649967,2.438,0.218,,,,,,4703.00,0.70,16.1170000,14.1750000
Kepler-1846 b,1,14.82009983,1.764,0.157,,,,,,4825.00,0.73,14.4120000,12.5540000
Kepler-1847 b,1,11.12969971,2.745,0.245,,,,,,6122.00,0.96,16.0270000,14.6820000
Kepler-1848 b,1,5.60402012,1.409,0.126,,,,,,4847.00,0.74,13.8870000,12.1350000
Kepler-1849 b,1,57.29290009,2.387,0.213,,,,,,4806.00,0.73,15.9970000,14.0490000
Kepler-185 b,1,1.63290000,1.170,0.104,,,,,,5208.00,0.81,14.5620000,13.0500000
Kepler-185 c,1,20.72904200,2.020,0.180,,,,,,5208.00,0.81,14.5620000,13.0500000
Kepler-1850 b,1,1.38580000,0.729,0.065,,,,,,4239.00,0.60,14.4400000,12.2560000
Kepler-1851 b,1,12.02289963,3.900,0.348,,,,,,5982.00,0.88,15.6990000,14.5240000
Kepler-1852 b,1,7.97094011,1.886,0.168,,,,,,5237.00,0.83,15.7260000,14.0130000
Kepler-1853 b,1,48.88819885,1.519,0.135,,,,,,4821.00,0.79,15.2290000,13.4040000
Kepler-1854 b,1,39.83110046,2.587,0.231,,,,,,5026.00,0.76,14.3810000,12.7290000
Kepler-1855 b,1,0.72733098,1.216,0.109,,,,,,3460.00,0.36,16.5560000,12.8580000
Kepler-1856 b,1,1.30200005,1.734,0.155,,,,,,4948.00,0.82,15.6210000,13.8270000
Kepler-1857 b,1,8.94340992,1.961,0.175,,,,,,6074.00,1.00,14.3600000,12.9980000
Kepler-1858 b,1,88.07160187,2.422,0.216,,,,,,4939.00,0.82,15.9590000,14.2190000
Kepler-1859 b,1,2.72959995,1.583,0.141,,,,,,5887.00,1.24,15.1780000,13.9940000
Kepler-186 b,1,3.88679070,1.070,0.095,,,,,0.02075,3788.00,0.47,15.1380000,12.4730000
Kepler-186 c,1,7.26730200,1.250,0.112,,,,,0.02424,3788.00,0.47,15.1380000,12.4730000
Kepler-186 d,1,13.34299600,1.400,0.125,,,,,0.02715,3788.00,0.47,15.1380000,12.4730000
Kepler-186 e,1,22.40770400,1.270,0.113,,,,,0.02465,3788.00,0.47,15.1380000,12.4730000
Kepler-186 f,1,129.94410000,1.170,0.104,,,,178.000000,0.02050,3755.00,0.52,15.1380000,12.4730000
Kepler-1860 b,1,12.73719978,1.139,0.102,,,,,,5420.00,0.87,13.5690000,12.2090000
Kepler-1861 b,1,40.03060150,2.207,0.197,,,,,,5855.00,1.37,13.7090000,12.5580000
Kepler-1862 b,1,16.05730057,2.203,0.197,,,,,,5644.00,0.81,15.8470000,14.5960000
Kepler-1863 b,1,44.99760056,2.263,0.202,,,,,,5871.00,0.98,13.6400000,12.3600000
Kepler-1864 b,1,3.88151002,0.754,0.067,,,,,,5854.00,0.98,12.1230000,10.9860000
Kepler-1865 b,1,2.52400994,1.577,0.141,,,,,,5420.00,0.87,15.4680000,14.2170000
Kepler-1866 b,1,11.66009998,2.082,0.186,,,,,,5791.00,1.08,14.4180000,13.2760000
Kepler-1867 b,1,9.88735962,1.160,0.103,,,,,,5693.00,0.82,13.5490000,12.3070000
Kepler-1868 b,1,211.03399660,3.150,0.281,,,,,,4658.00,0.69,14.1570000,12.2240000
Kepler-1869 b,1,8.16736031,1.120,0.100,,,,,,5808.00,0.90,10.3100000,9.0520000
Kepler-187 b,1,4.93886400,1.410,0.126,,,,,,6105.00,1.29,14.2970000,12.9560000
Kepler-187 c,1,10.64026300,2.670,0.238,,,,,,6105.00,1.29,14.2970000,12.9560000
Kepler-1870 b,1,3.60694003,2.101,0.187,,,,,,5508.00,0.84,13.5660000,12.1860000
Kepler-1871 b,1,1.95270002,2.422,0.216,,,,,,5741.00,0.95,14.8220000,13.3240000
Kepler-1872 b,1,3.82591009,2.384,0.213,,,,,,5223.00,0.89,15.9660000,14.3570000
Kepler-1873 b,1,0.55884200,1.626,0.145,,,,,,5151.00,0.79,15.8890000,14.1490000
Kepler-1874 b,1,56.57320023,2.211,0.197,,,,,,4701.00,0.78,15.4340000,13.1910000
Kepler-1875 b,1,34.45859909,3.227,0.288,,,,,,6161.00,0.86,15.2010000,13.8670000
Kepler-1876 b,1,6.99202013,0.980,0.087,,,,,,6057.00,1.47,10.7930000,9.7710000
Kepler-1877 b,1,2.37756991,0.624,0.056,,,,,,5615.00,0.94,12.2900000,11.0640000
Kepler-1878 b,1,4.44587994,2.920,0.261,,,,,,5918.00,0.86,15.5870000,14.1580000
Kepler-1879 b,1,10.61340046,2.065,0.184,,,,,,5865.00,1.39,12.8250000,11.7530000
Kepler-188 b,1,2.06189700,1.680,0.150,,,,,,6021.00,1.14,14.7190000,13.5360000
Kepler-188 c,1,5.99655300,3.190,0.285,,,,,,6021.00,1.14,14.7190000,13.5360000
Kepler-1880 b,1,6.30921984,2.117,0.189,,,,,,4380.00,0.53,16.0880000,14.1570000
Kepler-1881 b,1,159.39399720,2.981,0.266,,,,,,5135.00,0.87,15.8980000,14.4230000
Kepler-1882 b,1,13.78730011,1.487,0.133,,,,,,5691.00,1.46,12.5160000,11.2710000
Kepler-1883 b,1,103.42700200,3.251,0.290,,,,,,6208.00,1.02,15.6420000,14.4050000
Kepler-1884 b,1,8.98832035,1.814,0.162,,,,,,5984.00,0.91,15.4330000,14.0110000
Kepler-1885 b,1,2.52255988,1.511,0.135,,,,,,5591.00,0.86,14.8510000,13.5260000
Kepler-1886 b,1,24.27580070,2.582,0.230,,,,,,5745.00,0.84,15.6270000,14.2290000
Kepler-1887 b,1,19.94750023,2.925,0.261,,,,,,5749.00,0.86,15.9550000,14.8000000
Kepler-1888 b,1,11.39169979,1.326,0.118,,,,,,5557.00,1.25,12.0990000,10.7030000
Kepler-1889 b,1,37.30369949,2.944,0.263,,,,,,5646.00,0.82,15.7150000,14.1970000
Kepler-189 b,1,10.39993100,1.210,0.108,,,,,,5235.00,0.75,14.9710000,13.4080000
Kepler-189 c,1,20.13486600,2.380,0.212,,,,,,5235.00,0.75,14.9710000,13.4080000
Kepler-1890 b,1,4.82059002,0.869,0.077,,,,,,6046.00,1.40,12.9160000,11.8510000
Kepler-1891 b,1,4.02229023,1.521,0.136,,,,,,5516.00,0.83,14.4120000,12.9720000
Kepler-1892 b,1,6.33123016,1.837,0.164,,,,,,5383.00,0.76,15.5920000,14.0650000
Kepler-1893 b,1,4.17936993,1.706,0.152,,,,,,5633.00,1.16,15.1520000,13.5860000
Kepler-1894 b,1,2.76266003,1.201,0.107,,,,,,5772.00,0.90,15.4520000,14.0780000
Kepler-1895 b,1,6.07029009,2.119,0.189,,,,,,5076.00,0.76,15.7870000,13.9920000
Kepler-1896 b,1,44.87020111,3.099,0.277,,,,,,6122.00,1.00,15.8440000,14.5480000
Kepler-1897 b,1,24.22030067,2.814,0.251,,,,,,5165.00,0.76,16.0100000,14.4370000
Kepler-1898 b,1,4.76562023,0.934,0.083,,,,,,5702.00,1.12,13.3870000,11.9890000
Kepler-1899 b,1,4.09577990,1.551,0.138,,,,,,4791.00,0.74,16.1360000,14.2460000
Kepler-19 b,1,9.28716000,,,8.40000,0.02643,Mass,,,5544.00,0.86,12.0350000,10.7190000
Kepler-19 c,1,28.73100000,,,13.10000,0.04122,Mass,,,5544.00,0.86,12.0350000,10.7190000
Kepler-19 d,1,62.95000000,,,22.50000,0.07079,Mass,,,5544.00,0.86,12.0350000,10.7190000
Kepler-190 b,1,2.01999900,1.560,0.139,,,,,,5106.00,0.80,14.3360000,12.7280000
Kepler-190 c,1,3.76302400,1.460,0.130,,,,,,5106.00,0.80,14.3360000,12.7280000
Kepler-1900 b,1,2.98622990,1.623,0.145,,,,,,6173.00,1.04,15.5020000,14.1770000
Kepler-1901 b,1,3.48412991,1.474,0.132,,,,,,5696.00,0.92,15.0970000,13.7560000
Kepler-1902 b,1,3.82222009,1.176,0.105,,,,,,3729.00,0.51,16.1130000,13.4630000
Kepler-1903 b,1,17.06789970,2.286,0.204,,,,,,6347.00,1.00,15.4560000,14.3150000
Kepler-1904 b,1,4.57702017,1.390,0.124,,,,,,3805.00,0.50,16.3670000,13.5230000
Kepler-1905 b,1,3.42392993,1.446,0.129,,,,,,5788.00,1.01,15.0860000,13.8620000
Kepler-1906 b,1,7.36268997,2.776,0.248,,,,,,5868.00,0.89,15.3220000,13.8060000
Kepler-1907 b,1,5.65245008,0.870,0.078,,,,,,5159.00,0.80,13.9890000,12.2680000
Kepler-1907 c,1,14.86390018,1.155,0.103,,,,,,5159.00,0.80,13.9890000,12.2680000
Kepler-1909 b,1,2.39160991,1.092,0.097,,,,,,4935.00,0.69,15.9330000,14.2230000
Kepler-191 b,1,9.93963200,1.340,0.120,,,,,,5282.00,0.79,14.9870000,13.4200000
Kepler-191 c,1,17.73850600,1.860,0.166,,,,,,5282.00,0.79,14.9870000,13.4200000
Kepler-191 d,1,5.94504102,2.280,0.203,,,,,0.02629,5215.00,0.80,14.9870000,13.4200000
Kepler-1910 b,1,5.68876982,1.184,0.106,,,,,,4234.00,0.64,16.0920000,13.5230000
Kepler-1911 b,1,5.99079990,1.011,0.090,,,,,,5721.00,0.97,12.2450000,10.9970000
Kepler-1912 b,1,6.05921984,1.357,0.121,,,,,,5734.00,0.96,12.3600000,11.1330000
Kepler-1913 b,1,14.19600010,1.519,0.135,,,,,,6214.00,1.08,14.8140000,13.5990000
Kepler-1914 b,1,30.82789993,2.943,0.263,,,,,,5982.00,0.96,15.9110000,14.5300000
Kepler-1915 b,1,13.83539963,3.218,0.287,,,,,,6020.00,1.06,16.2610000,14.5210000
Kepler-1916 b,1,31.25429916,2.618,0.234,,,,,,6246.00,1.09,15.7790000,14.7560000
Kepler-1917 b,1,12.90240002,1.890,0.169,,,,,,5530.00,0.79,15.4740000,14.1060000
Kepler-1918 b,1,47.05640030,2.298,0.205,,,,,,5889.00,0.92,15.5330000,14.4210000
Kepler-1919 b,1,37.88660049,2.624,0.234,,,,,,5513.00,0.82,16.1610000,14.5590000
Kepler-192 b,1,9.92674600,2.740,0.244,,,,,,5479.00,1.01,14.3080000,12.8920000
Kepler-192 c,1,21.22340000,2.790,0.249,,,,,,5479.00,1.01,14.3080000,12.8920000
Kepler-192 d,1,6.47027579,1.020,0.091,,,,,0.00999,5487.00,0.94,14.3080000,12.8920000
Kepler-1920 b,1,30.25410080,2.954,0.264,,,,,,6277.00,1.16,14.3920000,13.2820000
Kepler-1921 b,1,20.03479958,2.895,0.258,,,,,,6120.00,2.00,13.1030000,11.8970000
Kepler-1922 b,1,13.22259998,2.291,0.204,,,,,,5931.00,0.86,15.3880000,14.0380000
Kepler-1923 b,1,52.60969925,1.960,0.175,,,,,,5881.00,1.29,14.4540000,13.0020000
Kepler-1924 b,1,15.33170033,2.654,0.237,,,,,,5726.00,1.28,15.0840000,13.9230000
Kepler-1925 b,1,46.71640015,3.002,0.268,,,,,,5856.00,1.09,15.3820000,14.0060000
Kepler-1926 b,1,42.87770081,2.315,0.207,,,,,,5256.00,0.83,15.8000000,14.1730000
Kepler-1927 b,1,73.75039673,3.406,0.304,,,,,,6056.00,2.48,13.3120000,12.1610000
Kepler-1928 b,1,19.57780075,2.146,0.191,,,,,,5620.00,0.88,12.6790000,11.4560000
Kepler-1929 b,1,59.36249924,3.073,0.274,,,,,,5786.00,1.47,11.7880000,10.8360000
Kepler-193 b,1,11.38848000,2.390,0.213,,,,,,6335.00,1.15,14.7120000,13.5390000
Kepler-193 c,1,50.69749400,2.750,0.245,,,,,,6335.00,1.15,14.7120000,13.5390000
Kepler-1930 b,1,13.02680016,1.530,0.136,,,,,,5083.00,0.84,13.4470000,11.8820000
Kepler-1931 b,1,38.57609940,2.653,0.237,,,,,,6167.00,1.22,12.6710000,11.5810000
Kepler-1932 b,1,0.52417702,1.515,0.135,,,,,,5278.00,0.81,15.2860000,13.6850000
Kepler-1933 b,1,4.94329023,1.180,0.105,,,,,,5661.00,1.01,12.8100000,11.4850000
Kepler-1934 b,1,1.41975999,0.913,0.081,,,,,,5925.00,1.03,12.8740000,11.7770000
Kepler-1935 b,1,3.95140004,2.503,0.223,,,,,,5570.00,0.90,14.5220000,13.1120000
Kepler-1936 b,1,126.55699920,3.166,0.282,,,,,,6501.00,1.85,13.3930000,12.4640000
Kepler-1937 b,1,9.68859959,3.023,0.270,,,,,,6457.00,1.20,14.1630000,13.1370000
Kepler-1938 b,1,13.06260014,1.828,0.163,,,,,,4522.00,0.66,15.2460000,13.2210000
Kepler-1939 b,1,2.79065990,1.165,0.104,,,,,,4353.00,0.60,13.6220000,11.6140000
Kepler-194 b,1,2.09228100,1.510,0.135,,,,,,6089.00,1.02,14.9690000,13.7800000
Kepler-194 c,1,17.30803200,2.590,0.231,,,,,,6089.00,1.02,14.9690000,13.7800000
Kepler-194 d,1,52.81497300,2.400,0.214,,,,,,6089.00,1.02,14.9690000,13.7800000
Kepler-1940 b,1,4.95061016,1.547,0.138,,,,,,5431.00,0.72,15.6740000,13.9750000
Kepler-1941 b,1,31.33510017,2.650,0.236,,,,,,6404.00,1.14,14.9430000,13.6860000
Kepler-1942 b,1,4.62604999,2.117,0.189,,,,,,5834.00,0.80,14.9100000,13.4420000
Kepler-1943 b,1,4.85018015,1.549,0.138,,,,,,6032.00,0.97,13.8680000,12.6770000
Kepler-1944 b,1,9.84257984,2.760,0.246,,,,,,5585.00,0.97,15.5820000,14.0130000
Kepler-1945 b,1,6.08003998,1.289,0.115,,,,,,4991.00,0.80,13.5860000,11.9450000
Kepler-1946 b,1,3.03519010,2.488,0.222,,,,,,5505.00,0.87,15.5080000,14.2480000
Kepler-1947 b,1,6.96363020,1.010,0.090,,,,,,6040.00,1.69,12.9730000,11.8530000
Kepler-1948 b,1,15.57129955,1.033,0.092,,,,,,3872.00,0.56,14.5690000,11.7060000
Kepler-1949 b,1,2.20828009,2.220,0.198,,,,,,6028.00,1.45,15.2310000,14.0290000
Kepler-195 b,1,8.30787200,2.030,0.181,,,,,,5329.00,0.78,14.8630000,13.5310000
Kepler-195 c,1,34.09686300,1.550,0.138,,,,,,5329.00,0.78,14.8630000,13.5310000
Kepler-1950 b,1,10.77690029,1.527,0.136,,,,,,5455.00,0.85,14.8450000,13.2000000
Kepler-1951 b,1,20.65780067,2.321,0.207,,,,,,5468.00,1.31,14.3670000,12.8890000
Kepler-1952 b,1,27.21080017,1.239,0.111,,,,,,5973.00,1.30,13.8280000,12.5930000
Kepler-1953 b,1,6.24565983,1.286,0.115,,,,,,4858.00,0.71,15.9360000,13.8630000
Kepler-1954 b,1,5.88343000,1.802,0.161,,,,,,5840.00,0.85,15.8750000,14.3970000
Kepler-1955 b,1,14.26519966,1.167,0.104,,,,,,5825.00,1.29,12.6090000,11.4290000
Kepler-1956 b,1,5.94371986,1.089,0.097,,,,,,4391.00,0.68,15.9890000,13.6370000
Kepler-1957 b,1,2.18662000,0.944,0.084,,,,,,4904.00,0.77,15.1300000,13.2330000
Kepler-1958 b,1,9.32861996,2.051,0.183,,,,,,5749.00,0.86,15.4860000,14.1960000
Kepler-1959 b,1,6.38669014,1.143,0.102,,,,,,5071.00,0.81,14.7970000,13.0490000
Kepler-196 b,1,20.73988600,1.900,0.170,,,,,,5128.00,0.78,14.2390000,12.7520000
Kepler-196 c,1,47.42773700,2.240,0.200,,,,,,5128.00,0.78,14.2390000,12.7520000
Kepler-196 d,1,122.08000180,2.661,0.237,,,,,,5132.00,0.77,14.2390000,12.7520000
